"comment_id", "content", "userlike", "article_id", "label"
"25079020", "Tham gia giao thông trên con đường Mỹ phước Tân vạn rất nguy hiểm. Thường xuyên xảy ra tai nạn nghiêm trọng.", "7", "3719582", "0"
"25082582", "Luật là luật. Đừng tự cho mình là thẩm phán Online.", "18", "3719582", "0"
"25082629", "Cảnh sát phải được bắn trong trường hợp này", "13", "3719582", "0"
"25082651", "Buôn lậu mà là chuyện thường???", "5", "3719582", "0"
"25080313", "Cùng suy nghĩ", "24", "3719582", "0"
"25080327", "Nổ súng bắn lốp xảy ra 02 trường hợp:<br/>1. Bắn trượt: đạn văng trúng dân —&gt; ai chịu trách nhiệm?<br/>2. Bắn trúng: khi đang chạy nhanh bắn bể lốp xe mất lái tông trúng người đi đường —&gt; ai chịu trách nhiệm?<br/>==&gt; Tất cả cũng vì nhân dân hết nhé", "179", "3719582", "0"
"25083951", "Xem phim mỹ thì nó không dám đâu, cảnh sát mỹ trang bị súng và có quyền bắn nếu thấy nguy hiểm. Cũng hy vọng quyền bảo vệ của cảnh sát mình làm nhiệm vụ truy đuổi như thế này tăng lên để tránh nguy hiểm cho bản thân và nhân dân.", "1", "3719582", "0"
"25050190", "Nông thôn sợ nhất trâu điên - Ra đường sợ nhất 'xe điên' thị thành.", "481", "3718115", "0"
"25050032", "Không biết từ khi nào mà thói quen của tài xế xe ben, xe tải, container khi chạy trong thành phố là phải chạy thiệt nhanh. Trong khi đường thì nhỏ, lưu lượng xe lớn???", "353", "3718115", "0"
"25050043", "Bình thường thì phóng nhanh vượt ẩu, có chuyện rồi thì thanh minh với thanh nga . xu phat that nặng tuoc bang lai vinh viên.", "275", "3718115", "0"
"25050011", "Đã gặp rất nhiều kẻ đi từ trong hẻm ra theo kiểu tự sát, đi như chỗ ko người, cứ lao vụt ra ko wan tâm bên ngoài đường chính đông đúc xe cộ", "210", "3718115", "0"
"25050264", "Không đơn giản là chạy nhanh quá tốc mộ mà còn:<br/>Khi gặp giao độ không giãm tốc độ và quan sát cẩn trọng trước khi vượt.<br/>Không làm chủ được tốc độ nên khi gặp tai nạn không phản ứng kịp.<br/>Gây tai nạn bỏ trốn, không tham gia cấp cứu nạn nhân.", "172", "3718115", "0"
"25050060", "Xử phạt nhẹ quá nên nhiều xe tải, xe ben, xe container vẫn chạy bạt mạng. Sẽ còn nhiều vụ tai nạn do các xe này gây ra, nếu cơ quan chức năng không quyết liệt.", "100", "3718115", "0"
"25050003", "Mấy ông chạy xe ben rất ẩu lấn tuyến lấn làn,còi thì bóp inh ỏi ra đường gặp mấy xe này thì tránh xa xa ra có ngày mất mạng như chơi.", "77", "3718115", "0"
"25050040", "Đúng là hung thần đường phố, thấy mấy anh ben là sợ", "61", "3718115", "0"
"25050031", "Mất bò... mới lo làm chuồng.", "58", "3718115", "0"
"25049989", "Xe tử thần xếp ngang xe buýt !!!", "32", "3718115", "0"
"25049975", "Chạy nhanh, kinh nghiệm không nhiều.", "20", "3718115", "0"
"25051210", "Xe tải chạy nhanh, nhưng xe máy trong hẻm ra quá nhanh không quan sát tài xế xe tải đánh lái đó là phản ứng tự nhiên, trường hợp này xe máy trong hẻm ra cũng có lỗi, nên xác định lỗi chính xác xử lý thật nặng để giáo dục ý thức của người đi xe gắn máy.", "17", "3718115", "0"
"25051067", "né xe chỉ là cái cớ để nguỵ biện cho bọn chả xem tính mạng của ai ra gì !!! k chạy nhanh thì có thể xử lý tình huống đàng hoàng. Phóng nhanh còn chạy ẩu. Con đường này đêm về là lũ hung thần xe ben chạy mặc xác . ra tới phạm văn đồng mới thực sự kinh. có lần tôi còn gặp 2 gã xe ben chạy cả 80-90 song song như đua vs nhau !!! hỏi xem chạy với tốc độ đó thì nói gì nữa", "15", "3718115", "0"
"25051977", "Họ ( tài xế xe Ben ) cứ viện cớ là vì miếng cơm manh áo phải chạy đủ chuyến cho chủ . Ngày thì họ thức ăn nhậu đêm thì căng mắt ra chạy cho đủ chuyến để kiếm tiền . Họ không màng đến sức khỏe của mình mà kém , thiếu ngủ sẽ gây tai nạn ...sẽ giết người !", "13", "3718115", "0"
"25051772", "Cứ mỗi lần có chuyện mới được chú ý. Xe ben chạy như điên trong thành phố bao lâu nay rồi nhưng có ai dẹp được đâu. Buồn cười thiệt.", "14", "3718115", "0"
"25051117", "Xe gắn máy trong hẻm phóng ra như chỗ không người, không gây ra tai nạn chết người mới lạ.", "14", "3718115", "0"
"25051264", "Chả bênh ông xe Ben. Nhưng cũng thân tài xế. Nói thẳng ra mấy bố mấy mẹ xe máy cũng của vừa. Đi ẩu, cúp đầu tạt cánh là chuyện thường. Nhưng do hậu quả nhỏ nên ít ng để ý", "12", "3718115", "0"
"25051390", "Xem lại camera an ninh sẽ biết ông này khai man hay không? Chạy quá nhanh xử lý không kịp nên mới gây tai nạn như vậy.", "11", "3718115", "0"
"25050920", "Cậu ạ. Chiếc xe này làm tôi hú hồn và bất bình mấy lần ở ngã tư Phan Văn Trị và Nguyễn Oanh. Chạy đi ăn cướp à ? Ở tù và đền bù cho biết đời.", "11", "3718115", "0"
"25051151", "Hãy Phạt tù những người coi thường sự an nguy của người khác, họ đâu biết rằng 1 lúc nào đó,họ đem đến sự đau khổ cho những người đi đường", "10", "3718115", "0"
"25051760", "Vì tính tiền theo chuyến nên tranh thủ đó mà", "9", "3718115", "0"
"25052110", "Xe ben chạy vào giờ vắng họ chạy như hung thần, tôi thỉnh thoảng phải về khuya trên đường CH, tôi thấy xe ben và xe cont chạy bạt mạng, đua nhau, giành đường rất đáng sợ.", "8", "3718115", "0"
"25051683", "Đa số các tài xế chỉ biết lên xe chạy và chạy, họ không cần biết chổ có đông người là nguy hiểm và lẽ ra họ cần phải đi chậm để tránh tình huống xấu xảy ra, ngược lại họ bấm còi in ỏi để mong rằng người ta nhường đường cho họ đi. Chẵng bao giờ họ chịu nhường đường.", "8", "3718115", "0"
"25051147", "Đa số xe ben chạy rất âu.từ nông thôn ra thành thị", "7", "3718115", "0"
"25051834", "Khu vực tai nạn khúc cua ( không có hẻm) tài xế chạy ẩu. Chứ không phải tránh xe khác", "5", "3718115", "0"
"25051278", "Miền quê rất sợ Trâu điên.<br/>Thành phố rất sợ xe Ben trên đường.<br/>Mong rằng các bác tài hiền.<br/>Chạy xe đúng luật, chớ phiền người dân.<br/>Lái xe đừng có mua bằng.<br/>Làm người phải có cái tâm con người.", "5", "3718115", "0"
"25051071", "Ai đi trong khu công nghiệp vĩnh lộc B vào ban đêm thì mới thấy cảnh tài xế xe ben chạy 'chậm và cẩn thận' thế nào, mình cảm giác cứ như là có bao nhiêu ga là đạp hết bấy nhiêu đó, đúng là ben với bèn mà, phạt thật nặng thu bằng vĩnh viễn không cho hành nghề lái nữa.", "5", "3718115", "0"
"25050973", "Ừ thì ghi nhận chú né xe khác gây ra tai nạn nhưng tóm lại có tội là có tội phải trị thật nặng , mấy ông tải ben công và buýt chạy trong nội đô như những con quái vật vậy.", "5", "3718115", "0"
"25050709", "Ai đi qua đoạn đường này mỗi ngày đều sẽ thấy hình ảnh quen thuộc là xe tải, xe ben, xe trọng tải lớn đều vừa bóp còi vừa phóng rất nhanh. Đề nghị Lực lượng chức năng nên đi giám sát đoạn đượng này, nhất là đoạn Nguyễn Oanh nối thẳng ra Hà Huy Giáp, xe trọng tải lớn bóp còi inh ỏi và phi rất nhanh.", "5", "3718115", "0"
"25050030", "Ông bà ta nói không sai mà mùng 5/14/23 là không nên ra đường đi xa", "5", "3718115", "0"
"25052128", "Chạy chậm trong sg sợ bị thổi lại, nên lao thật nhanh với tốc độ tên lửa", "4", "3718115", "0"
"25052056", "Dẹp được xe tải nặng.xe bồn vào thành phố là chuyện hàng trăm năm nữa", "4", "3718115", "0"
"25051769", "Hết sức cảnh giác với các loại xe chạy để kiếm tiền, họ luôn luôn vội vì tốc độ liên quan đến thu nhập của họ: xe tải, xe khách, xe tắc xi.", "4", "3718115", "0"
"25050982", "Đã có người chết phải truy tố tài xế tội giết người", "4", "3718115", "0"
"25050860", "Mình là người chứng kiến tai nạn này xảy ra khi xe mất lái qua ngược đường bên kia tốc độ không dưới 40,xe chỉ dừng lại sau khi cấn hố ga thoát nước.Xe này lúc đó đi 2 xe y chang nhau và tem đầu xe cũng giống một lát sau mình về thì thấy xe này đậu ở Phạm Văn Đồng ngay quán nhậu gần đó.", "4", "3718115", "0"
"25050725", "Bua khoang 23h doan Truong Chinh den giao lo Au Co khoang 15 chiec xe ben chay nhu dien khoi bui mit mu tui so qua nen phai tap vao le luon ko dam chay nua. Ko hieu chay vay co nghi den nguoi di xe may ko.", "4", "3718115", "0"
"25050445", "Trong tp những xe hạng nặng nên cho phép từ 25~30km/h trở xuống ,đường thì nhỏ xe thì to,nhiều xe di chuyển,xe to rất dễ trở thành sát thủ", "4", "3718115", "0"
"25053605", "Ai hay chạy đường nguyễn oanh lên ngã tư ga là biết. Xe ben nó vừa chạy vừa bấm còi inh õi như là đường của tổ tiên nó mua vậy. Chạy thế gặp trường hợp bất ngờ là có người chết oan với nó thui.", "3", "3718115", "0"
"25052033", "Cũng cần xem lại cái ngài từ trong hẻm bất thần đâm ra.", "3", "3718115", "0"
"25051249", "Nếu chạy chậm thì đâu có chuyện gì xảy ra. Đừng đỗ lỗi cho bất kỳ ai hết", "3", "3718115", "0"
"25051052", "phải quy định tốc độ cho các xe tải khoản 30 km/giờ trong thành phố.", "3", "3718115", "0"
"25051009", "Những xe ben này đa số chở VLXK cho các công trình trong địa bàn thành phố. Nguyên nhân khiến họ chạy nhanh thứ nhất là để quay đầu chạy được nhiều chuyến, thứ hai là chạy cho kịp giờ vì xe loại này chỉ được vào đô thị từ 0h00 đến 5h sáng. Cần siết chặt quản lý bằng cách tăng cường lực lượng CSGT, TTGT ở khung giờ này, hạn chế tốc độ trong đô thị đối với các lại xe này từ 20-30km/h nếu vi phạm tốc độ xử lý nghiêm thậm chí phạt nguội qua camera.&nbsp;", "3", "3718115", "0"
"25050720", "cần phải trị nghiêm, phóng nhanh vượt ẩu<br/>Cái xe tải ben cồng kềnh như thế mà lao vun vút<br/>Làm gì có kiểu chạy hơi nhanh", "3", "3718115", "0"
"25050681", "Giờ thì hối hận cũng muộn rồi. Lúc ngồi lên xe chạy có nghĩ gây đau thương cho người khác không. con mất cha, vợ mất chồng. Ở trong đó mà hối hận lương tâm đi.", "3", "3718115", "0"
"25050580", "Các tài xế đã thấy hậu quả của việc phóng nhanh vượt ẩu chưa ? tốc độ nhanh hay chậm một chút có ảnh hưởng gì quỷ thời gian đâu . Mặt khác những ng tham gia giao thông nhất là xe máy nước ta , khi ra đường phãi nhìn trước ngó sau , phãi biết phân biệt đâu là đường chính đường phụ mà nhườn nhịn chứ trong hẽm chạy ào ra thì chỉ có thánh mới tránh kịp .", "3", "3718115", "0"
"25050467", "chạy trong nội đô quá nhanh, không tập trung nên không kiểm soát tốc độ, gây ra tai nạn. Phải phạt nặng để răn đe.", "3", "3718115", "0"
"25050361", "Nên phạt thật nặng để làm gương", "3", "3718115", "0"
"25049894", "Chạy nhanh trong nội đô mà bao biện cái gì", "3", "3718115", "0"
"25052946", "Ko ý kiến gì cả chạy nhanh là sai hoàn toàn phat thật nặng vào thu bằng lái vinh vien . Coi mang người không ra gì hết !", "2", "3718115", "0"
"25052409", "Xe ben, cotainer, tải do tài xế chạy 99% trong nội thành rất nhanh, rất ẩu. Đây là tội dùng phương tiện bằng xe để trực tiếp giết người, phá hoại tài sản người khác mà không dùng dao hay súng. Có chứng cứ vô ý thức, vô trách nhiệm thì mạng phải đền mạng mới đúng.", "2", "3718115", "0"
"25052010", "Cấm các loại xe tải chạy bên phải cho đến lúc cần quẹo sang bên phải.", "2", "3718115", "0"
"25051943", "Hy vọng các tài xế có tâm , coi trọng tính mạng của bản thân cũng như người đi đường.", "2", "3718115", "0"
"25050747", "Mấy ông tài xế xe đầu kéo; xe tải và xe buýt là những hung thần của giao thông đường bộ. Bao nhiêu người chết toàn là 3 đối tượng này. Đề nghị thẳng tay trừng trị theo pháp luật .", "2", "3718115", "0"
"25049905", "Ngụy biện", "3", "3718115", "0"
"25054238", "24 tuoi duoc lai xe ben??????", "1", "3718115", "0"
"25053813", "Trên đường Nguyễn Oanh,Gò Vấp cũng vậy,tầm 9,10h đêm về sáng,xe ben chạy như ăn cướp,ai cũng né sợ lo va phải cục sắt vụn to đùng dù biết mình đi đúng.", "1", "3718115", "0"
"25053452", "Xe tải xe ben là nỗi sợ truyền kiếp rồi", "1", "3718115", "0"
"25052774", "Xe quá tải vào gò vấp quá nhiều nhất là trong dịp tết ở đường dương quảng hàm mà không thấy lực lượng nào chặn xe cả.", "1", "3718115", "0"
"25052742", "Người bạn của tôi, nam trong độ tuổi 28 giỏi giang, làm IT cho công ty nước ngoài, cả tuổi đời, tương lai phía trước... đã tử vong trong tai nạn ác nghiệt này... thật sự rất căm hẫn", "1", "3718115", "0"
"25050386", "Đường đô thị sao lại chạy tốc độ cao.", "1", "3718115", "0"
"25056761", "Sáng nay tôi tưởng tôi lên bàn thờ rồi chứ, tôi đi xe máy đang chạy thẳng đường chính, ở đâu trong hẻm có chiếc xe hơi 7 chỗ vù cái ra quẹo cua phải. Hên ổng thắng kịp ngay giữa xe tôi, chứ ổng nhích ra cái là tôi lên bàn thờ thiệt. Nhiều ông tài xế cũng háo thắng lắm. Làm gì cũng nghĩ đến tính mạng người khác cái.", "0", "3718115", "0"
"25055272", "Hãy thử cảm giác lái xe sau hàng xe tải và trước đầu của xe tải, cotainer khu vực đường ra vào cảng Cát lái và bị thúc còi liên tục ép chạy với tốc độ gần bàn thờ không thể sang lane thì sẽ cảm nhận được sao nhiều tai nạn liên quan các hung thần như vậy. Một người biết cầm lái 28 năm có một ít kinh nghiệm như tôi mà còn cảm thấy ớn nói chi một người mới lái . Mong các bác cầm lái hãy nghĩ đến nỗi khổ của vợ con, gia đình khi nuôi mình trong nhà đá, cuộc sống trong ấy khủng khiếp lắm đấy.&nbsp;", "0", "3718115", "0"
"25054641", "Ôi...không sử dụng thắng xe mà xử dụng kỹ thuật né xe...", "0", "3718115", "0"
"25053832", "nói chung là do chạy quá ẩu nên xử lý không kịp, chứ chạy đúng tốc độ cho phép thì không đến nỗi, đừng kiếm cớ chối tội, nên xử lý nghiêm.", "0", "3718115", "0"
"25053304", "Gì chứ đi ngoài đường thấy xe ben. xe trộn bê tông hay xe buýt .xe contained thì tốt nhất là tấp vào lề mới anh đi trước em đi sau.không nên đi bên cạnh hoặc đi trước nó.", "0", "3718115", "0"
"25052883", "Đồng ý đôi lúc có người từ đường nhỏ ra rất ẩu. Tuy nhiên minh thấy đa phần tài xế xe ben chạy rất ẩu, đường đông nhưng họ không bao giờ giảm tốc độ mà cứ bấm còi inh ỏi. Chiều nay đi ngang chỗ tai nạn quan sat không thấy có ngã rẽ nào cả chứng tỏ tài xế chạy ẩu rồi ngụy biện. Phải xử phạt thật nặng trường hợp này.", "0", "3718115", "0"
"25052775", "Nếu không phóng nhanh thì có xảy ra chuyện đó không?", "0", "3718115", "0"
"25052738", "Tài xế nguỵ biện, bạn điều khiển 1 xe tải ở mật độ dân đông nhất nước phải có cái tâm khi ôm vô lăng", "0", "3718115", "0"
"25052175", "Xe máy thường làm khổ xe ô tô.", "0", "3718115", "0"
"25051666", "hãy thông cảm cho người tài xế cầm vô lăng xe ben, trong khi bạn đang cầm điện thoại cầm men, họ đang phải cầm vô lăng để kiếm tiền nuôi gia đình, nếu bạn là họ bạn sẽ chạy như họ hoặc hơn nữa nên đừng trách họ mà hãy suy nghĩ tìm cách để cải thiện, đảm bảo an toàn giao thông thành phố.Thân", "0", "3718115", "0"
"25051581", "Camera an ninh... Anh không lách cải. Lý do bớt tội. Nên đầu tư camera an ninh càng nhieu càng đỡ khổ.", "0", "3718115", "0"
"25050714", "Nông thôn sợ nhất..trâu điên<br/>Thị thành sợ nhất...xe điên trên đường<br/><br/>Chắc như vậy sẽ hợp cạ với câu trên hơn(mình nghĩ vậy)", "180", "3718115", "0"
"25050904", "À xe ben hả. Em đang đứng đợi đèn xanh ở quốc lộ. Ở đâu có Anh xe ben lao tớ bóp còi inh ỏi. Thế là người đợi đèn đỏ, phải dạt sang bên cho Anh ấy vượt đèn đỏ lao đi. Thật kinh khủng.", "128", "3718115", "0"
"25050368", "Bạn có cơ hội ra đường nguyễn văn linh huyện bình chánh, từ khúc vòng xoay cầu vượt trở đi bạn sẽ thấy xe tải xe container nó biểu diễn qua vòng xoay và ngã ba chợ đầu mối bình điền, chạy không khác gì phim hành động của mỹ nhé", "278", "3718115", "0"
"25050615", "Từ lúc chiếc xe đó mới được mua về bạn à.", "91", "3718115", "0"
"25051594", "Bạn nói đúng. Tài xế ô tô không giảm tốc mà né, tức là lạng lách, không làm chủ tốc độ. Vi phạm rõ ràng !", "52", "3718115", "0"
"25051810", "Có nhà bạn, nhiều ông xe máy chạy k nhìn đâu, mình xe máy mà còn né k kịp, chở lôi thôi phóng như bay trong hẻm ra. Vô ý thức chư từng có đâu, mà cũng thắc mắc chạy nhanh mà tránh xe máy lạ quá.", "25", "3718115", "0"
"25050949", "Mình cũng gặp rất nhiều trường hợp này, còn không bấm còi báo hiệu", "27", "3718115", "0"
"25052009", "Bạn có bị gì không người gây tai nạn ở lại cho người dân đập chết à, họ đi khỏi hiện trường để tránh gây bức xúc cho người dân sau đó họ sẽ đi tìm cơ quan công an gần nhất trình diện hiểu chưa", "10", "3718115", "0"
"25052006", "Mai Văn Giàu sắp thành Mai Thì Nghèo rồi!", "4", "3718115", "0"
"25050515", "Ông bà nào nói", "2", "3718115", "0"
"25050845", "vui lòng vẽ một cái sơ đồ dẫn chứng chứng minh tỷ lệ TNGT hoặc tỷ lệ người chết vì TNGT trong những ngày này cao hơn những ngày khác để chứng minh.", "6", "3718115", "0"
"25054307", "Đúng đó bạn, tôi sống khu vực đó.", "0", "3718115", "0"
"25097660", "Đúng chẳng có cái dại nào như cái dại nào. Tội anh chồng còn lo cho vợ. Cũng mừng vì quyết định ly hôn là quá đúng đắn.", "201", "3720388", "0"
"25097738", "Không còn gì để nói,li hôn liền", "108", "3720388", "0"
"25098069", "Ai bảo 8/3 không chịu tặng quà cho dù sắp ly hôn?!!", "77", "3720388", "0"
"25098006", "Cô vợ này than kinh co van đe", "68", "3720388", "0"
"25097906", "Hài hước đến rơi lệ", "50", "3720388", "0"
"25098021", "&nbsp;Sợ Tòa không chia nên ra tay trước.", "43", "3720388", "0"
"25097924", "Chán chồng nên muốn vào tù đây mà.", "37", "3720388", "0"
"25097701", "Cô này thông minh thật, hahaha", "28", "3720388", "0"
"25097667", "Kế vậy mà cũng nghĩ ra được ...", "28", "3720388", "0"
"25097674", "Mục đích dàn cảnh cướp xe để chủ yếu là đánh chồng là 9. ^_^", "22", "3720388", "0"
"25098148", "Vô phúc", "11", "3720388", "0"
"25101322", "Ngày đi học ĐH ba mình có dặn là ' Ra đời đừng sợ mấy đứa thông minh, phải biết sợ đứa ngu ' . Tưởng ông nói chơi.........hihi.", "7", "3720388", "0"
"25097691", "Có gì đó sai sai...", "4", "3720388", "0"
"25097640", "Cô vợ của năm đây rồi", "4", "3720388", "0"
"25099681", "Giờ thì ko cần thủ tục nữa. Mà ly hôn nhanh hơn. Ko pải hòa giải qua các vòng,. Mừng rơi nc mắt", "3", "3720388", "0"
"25099483", "Trui ơi chỉ một chiếc xe máy sao lại tính toán nông nỗi quá!", "3", "3720388", "0"
"25098660", "Thật là cạn lời với chị này luôn.", "3", "3720388", "0"
"25101280", "Đáng lẽ còn đắng đo suy nghĩ thì bây giờ anh chồng nhanh tay ký liền.<br/>Đáng lẽ tòa sẽ yêu cầu 2 vợ chồng suy nghĩ, thôi bây giờ quyết luôn.", "2", "3720388", "0"
"25099633", "Tài sản trong quá trình xây dựng hôn nhân rất khó để xử tội cướp. Vụ này xử tội cướp có thể oan sai.", "2", "3720388", "0"
"25099214", "Nếu xe là Tài sản phát sinh trong thời kỳ hôn nhân coi như là Tài sản chung của cả 2.", "2", "3720388", "0"
"25097281", "Cạn lời", "2", "3720388", "0"
"25105375", "Màn kịch quá vụng về,khéo một tí là đã 'thắng' rồi.", "1", "3720388", "0"
"25099130", "cạn tình cạn nghĩa đến thế là cùng ra tòa thì tài sản của 2 vc cũng đc chia đều cho nhau giờ dàn cảnh cướp vào tù rồi hết chia nhé", "1", "3720388", "0"
"25098663", "Đối xử với chồng mà như thế thì chẳng bao giờ đối xử tốt với ai cả !", "1", "3720388", "0"
"25105892", "cạn lời", "0", "3720388", "0"
"25104942", "thế này li hôn là đúng rồi chứ còn gì nữa. may quá, chúc mừng anh", "0", "3720388", "0"
"25102279", "chúc mừng anh chồng này đã có một quyết định sáng suốt", "0", "3720388", "0"
"25101755", "Bó tay.com", "0", "3720388", "0"
"25101614", "Tôi chưa kịp đi gói chiếc xe tặng vợ ngày 8/3 thì vợ lại dàn cảnh cướp xe, tôi buồn quá đi.", "0", "3720388", "0"
"25101155", "Chuyện thật như đùa. hazzz.", "0", "3720388", "0"
"25100697", "Cô vợ dại quá", "0", "3720388", "0"
"25098828", "Chuc ông chông may man<br/>", "0", "3720388", "0"
"25098472", "Cô em chồng tôi thì bị ông chồng đã ly dị mượn xe Honda ,rồi đi không quay lại, không đòi được ,đành mượn tiền mua xe khác.", "0", "3720388", "0"
"25097465", "Trời ạk", "0", "3720388", "0"
"25101228", "Cũng chẳng phải lo, mạnh ai nấy chạy rồi. Nhưng vì vụ dàn cảnh này mà chồng đương nhiên bỏ được vợ, không cần hòa giải. Tội chủ mưu cướp, có bàn bạc trước không nhẹ đâu.", "30", "3720388", "0"
"25102270", "<span class='reply_name myuser' data-userid='1002664145'>@ViHa.Q.nam</span>:&nbsp;Cũng không hẳn vậy, anh ấy thấy đánh mình nên phản xạ là bỏ chạy, chạy xong mới nhớ tới vợ nên quay lại, vẫn có trách nhiệm đó chứ.", "23", "3720388", "0"
"25098470", "Phải nói dại dột thật. Đã dàn cảnh lại còn chạy trốn, gọi không nghe máy", "51", "3720388", "0"
"25099615", "<span class='reply_name myuser' data-userid='1022485272'>@Kính Lúp</span>:&nbsp;Kể mà cũng giả vờ bị thương như chồng. Khéo khi lại k fai li hôn.nhỉ", "38", "3720388", "0"
"25101242", "Lâu rồi, 9 ngày trước nên không có quà:))", "15", "3720388", "0"
"25099339", "Thế thì a chồng mới ly hôn.", "16", "3720388", "0"
"25101308", "Người chồng 'mát mặt' khi có một người vợ như thế.", "2", "3720388", "0"
"25100477", "Thế được phép đánh người à ?", "2", "3720388", "0"
"25100495", "Nhưng có đồng phạm đánh người.", "2", "3720388", "0"
"25106494", "Đơn giản mà chị...con người còn chẳng tiếc, tiếc gì cái xe...vả lại chị có thể nhờ pháp luật lôi cái lão mặt dày hơn bánh dày này để xử lý mà. Đây là hành vi lợi dụng tín nhiệm, chiếm đoạt tài sản, pháp luật sẽ xử lý, chị yên tâm.", "1", "3720388", "0"
"25069842", "Có tý danh vọng rồi sống buông thả .dính vào ma túy sự nghiệp rồi cũng tan theo làn khói thôi em ạ ?", "907", "3719195", "0"
"25069808", "Gắn mác ca sĩ, ăn chơi sa đoạ, hậu quả là tất yếu. Mới nghe lùm xùm vụ hiếp dâm nữ sinh, nay lại dính dáng đến án mạng. Haizzzzz", "542", "3719195", "0"
"25069839", "Cái giá phải trả của lối sống lệch lạc không lành mạnh.", "486", "3719195", "0"
"25069618", "Nguy cơ cầm Cuốc thay cầm Mic rồi.", "478", "3719195", "0"
"25069983", "Ca sĩ này lẽ ra phải cho đi cưỡng bức cai nghiện từ lâu. Còn cô gái mất rồi nhưng lối sống cũng ko lành mạnh. Mới tí tuổi đầu đã đập đá thì ngoan ngoãn gì cho cam !!!", "447", "3719195", "0"
"25069665", "Phê ma tuý và giết người trong cơn phê! Cần xử lý nghiêm!", "394", "3719195", "0"
"25069594", "Trước nhiều người đã đoán được cái kết cho thanh niên này rồi.<br/>Công nhận là giỏi thật!!!", "280", "3719195", "0"
"25069732", "Khổ cho xã hội.", "233", "3719195", "0"
"25070766", "“Liều thuốc yêu, Bạc trắng tình đời, Nước mắt chảy tuôn, Tình chết...” ôi các tên bài hát nó giống y như sự việc...", "174", "3719195", "0"
"25069692", "Đề nghị cơ quan chức năng xem xét và phạt thật nặng", "166", "3719195", "0"
"25069904", "Gái ngoan thì đã chẳng đi với trai như vậy", "162", "3719195", "0"
"25070534", "1 cô gái hư hỏng.&nbsp;", "139", "3719195", "0"
